시군,종류,시설명,주소,전화번호
예산군,방문요양,섬김방문요양복지센터, 예산읍 예산로  108 2층 (예산읍),041-331-8300
예산군,방문목욕,서광노인재가복지센터, 신암면 추사로  206 101호 (신암면),041-332-3353
예산군,방문요양,서광노인재가복지센터, 신암면 추사로  206 101호 (신암면),041-332-3353
예산군,방문요양,엔젤방문요양센터, 삽교읍 청사로  217 4층406호 (삽교읍),041-338-3462
예산군,방문요양,백세재가복지센터, 예산읍 주교로  50 (예산읍),041-337-9311
예산군,방문목욕,선한이웃재가센터, 예산읍 창말로  21 (예산읍),041-334-7005
예산군,방문요양,선한이웃재가센터, 예산읍 창말로  21 (예산읍),041-334-7005
예산군,방문목욕,애민사랑방문요양센터, 덕산면 덕산온천로  413-16 102호 (덕산면),041-338-5854
예산군,방문요양,애민사랑방문요양센터, 덕산면 덕산온천로  413-16 102호 (덕산면),041-338-5854
예산군,방문요양,사과나무방문요양센터, 덕산면 덕산온천로  296 (덕산면),041-338-9760
예산군,주야간보호,삽교주간보호센터, 삽교읍 삽교로  206-22 (삽교읍),041-338-6003
예산군,주야간보호,새벽별주간보호,신양면 가지1길 22-58,041-338-6003
예산군,주야간보호,예산군 노인종합복지관 연화주간보호센터, 예산읍 벚꽃로  214-11 (예산읍),041-330-2901
예산군,주야간보호,실버스테이 주간보호센터," 삽교읍 수촌학재길 146-7,1층",041-337-1919
예산군,주야간보호,새순노인주간보호센터, 예산읍 산성공원1길  33 (예산읍),041-334-6599
태안군,단기보호,사회복지법인 서혜원,충청남도 태안군 이원면 발전로  939 (이원면),041-672-9101
태안군,방문요양,꽃다지 복지센터,충청남도 태안군 이원면 발전로  939 (이원면),041-672-9101
태안군,방문목욕,A+태안노인방문요양센터,충청남도 태안군 태안읍 독샘로  27-16 (태안읍),041-675-8891
태안군,방문요양,A+태안노인방문요양센터,충청남도 태안군 태안읍 독샘로  27-16 (태안읍),041-675-8891
태안군,방문요양,한마음재가센터,충청남도 태안군 태안읍 환동로  82 2층 (태안읍),041-675-6512
태안군,방문요양,무지개방문요양센터,충청남도 태안군 안면읍 안면대로  2669 2층 (안면읍),041-675-3755
태안군,방문목욕,백화방문요양센터,"충청남도 태안군 태안읍 군청6길  24 (태안읍, 가동)",041-674-1253
태안군,방문요양,백화방문요양센터,"충청남도 태안군 태안읍 군청6길  24 (태안읍, 가동)",041-674-1253
태안군,방문요양,온누리재가복지센터,충청남도 태안군 태안읍 다락미1길  4 (태안읍),041-674-4968
태안군,방문목욕,태안제일주간보호센터,충청남도 태안군 태안읍 백화로  121-122 (태안읍),041-674-1007
태안군,방문요양,태안제일주간보호센터,충청남도 태안군 태안읍 백화로  121-122 (태안읍),041-674-1007
태안군,복지용구,태안제일주간보호센터,충청남도 태안군 태안읍 백화로  121-122 (태안읍),041-674-1007
태안군,방문목욕,안면 노인주간보호센터,충청남도 태안군 안면읍 응지마을길  2-1 (안면읍),041-675-3356
태안군,방문요양,안면 노인주간보호센터,충청남도 태안군 안면읍 응지마을길  2-1 (안면읍),041-675-3356
태안군,방문목욕,더드림방문요양센터,충청남도 태안군 태안읍 중앙로  126 (태안읍),041-672-7555
태안군,방문요양,더드림방문요양센터,충청남도 태안군 태안읍 중앙로  126 (태안읍),041-672-7555
태안군,방문요양,가나 방문요양센터,충청남도 태안군 태안읍 중앙로  46 (태안읍),041-674-5060
태안군,방문목욕,태안어르신 재가복지센터,충청남도 태안군 태안읍 동평로  16 2층205호 (태안읍),041-675-0000
태안군,방문요양,태안어르신 재가복지센터,충청남도 태안군 태안읍 동평로  16 2층205호 (태안읍),041-675-0000
태안군,방문목욕,오케이행복 재가노인복지센터,충청남도 태안군 태안읍 독샘로  44 2층 (태안읍),041-920-5156
태안군,방문요양,오케이행복 재가노인복지센터,충청남도 태안군 태안읍 독샘로  44 2층 (태안읍),041-920-5156
태안군,주야간보호,사회복지법인 서혜원,충청남도 태안군 이원면 발전로  939 (이원면),041-672-9101
태안군,주야간보호,한마음재가센터,충청남도 태안군 태안읍 환동로  82 2층 (태안읍),041-675-6512
태안군,주야간보호,태안제일주간보호센터,충청남도 태안군 태안읍 백화로  121-122 (태안읍),041-674-1007
태안군,주야간보호,안면 노인주간보호센터,충청남도 태안군 안면읍 응지마을길  2-1 (안면읍),041-675-3356
